ISN,Downloadable,Title,Author/Org,Document,Published,Pages,Maps,Map Types,Subjects,Areas,NTS,Licence,Coverage,Notes,Ordering,Long/Lat,Source,,Degree
10491,Yes,Mineral Resource Land Use Map of Cape Breton County [11K/08] [1:50 000],"Hopper, D B, Nova Scotia Department of Mines and Energy;Gillis, H J, Nova Scotia Department of Mines and Energy",Open File Map ME 1988-038,1988,0 page(s),1 map(s),"land use, scale: 1:50000",bedrock geological mapping; Carboniferous; coal seams; drillholes; environmental geology; fossil fuels; glacial deposits; industrial minerals; land access; land use; land use planning; metallic minerals; mineral occurrences; mineral resource lands; mines; Morien Gp; quarries; resources; surficial geology/geomorphology,Boularderie Island; Cape Breton County; Cape Breton Island; Sydney Coalfield,11K/08A; 11K/08B; 11K/08C,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,-60 00 00 / 46 15 00; -60 30 00 / 46 15 00; -60 30 00 / 46 30 00; -60 00 00 / 46 30 00,,,
10492,Yes,"Preliminary Geological Field Maps of the Cumberland Basin, Colchester, Cumberland and Pictou Counties-Tatamagouche and Oxford Areas [11E/11-1 to 11 and 11E/12-1 to 12] [1:10 000]","Ryan, R J, Nova Scotia Department of Mines and Energy;Boehner, R C, Nova Scotia Department of Mines and Energy;Deal, A J, Nova Scotia Department of Mines and Energy",Open File Map ME 1988-039,1988,0 page(s),24 map(s),"drillhole location, scale: 1:10000; fossil sample location, scale: 1:10000; geological, scale: 1:10000; industrial mineral location, scale: 1:10000; metallic mineral location, scale: 1:10000; structural, scale: 1:10000; study area location, scale: 1:670000; type section location, scale: 1:10000",anticlines; Balfron Fm; bedrock geological mapping; Canso Gp; Carboniferous; coal; copper; cross-sections; Cumberland Basin; Cumberland Gp; depositional history; Devonian; drillholes; fossil fuels; gypsum; Horton Gp; industrial minerals; lithology; metallic minerals; mineral deposits; mineral occurrences; paleocurrent directions; paleontology; palynology; Pictou Gp; regional geology; Riversdale Gp; Scotsburn Anticline; stratigraphic columns; stratigraphic correlations; stratigraphy; structural features; synclines; Tatamagouche Fm; Tatamagouche Syncline; uranium; Windsor Gp,Colchester County; Cumberland County; Oxford; Pictou County; Tatamagouche,11E/11; 11E/12,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,-63 00 00 / 45 45 00; -63 00 00 / 45 37 30; -63 19 60 / 45 37 30; -63 19 60 / 45 35 00; -64 00 00 / 45 35 00; -64 00 00 / 45 45 00,,,
10495,Yes,"Preliminary Geological Field Map of the Cumberland Basin, Colchester and Cumberland Counties-Springhill and Apple River Areas [21H/09-1 to 18 and 21H/10-1 to 16] [1:10 000]","Ryan, R J, Nova Scotia Department of Mines and Energy;Deal, A J, Nova Scotia Department of Mines and Energy;Calder, J H, Nova Scotia Department of Mines and Energy;Boehner, R C, Nova Scotia Department of Mines and Energy",Open File Map ME 1988-042,1988,0 page(s),25 map(s),"drillhole location, scale: 1:10000; fossil sample location, scale: 1:10000; geological, scale: 1:10000; industrial mineral location, scale: 1:10000; metallic mineral location, scale: 1:10000; structural, scale: 1:10000; study area location, scale: 1:670000; type section location, scale: 1:10000",Athol Syncline; barite; bedrock geological mapping; Boss Point Fm; Canso Gp; Carboniferous; coal; copper; cross-sections; Cumberland Basin; Cumberland Gp; depositional history; Devonian; drillholes; fossil fuels; gypsum; Horton Gp; industrial minerals; Joggins Fm; lithology; metallic minerals; mineral deposits; mineral occurrences; paleocurrent directions; paleontology; palynology; Pictou Gp; Ragged Reef Fm; regional geology; Riversdale Gp; Sand Cove Fault; Sand River Fault; Springhill Mines Fm; stratigraphic columns; stratigraphic correlations; stratigraphy; synclines; Windsor Gp,Apple River; Colchester County; Cumberland County; Springhill,21H/09A; 21H/09B; 21H/09C; 21H/09D; 21H/10A; 21H/10B; 21H/10D,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,-64 00 00 / 45 32 30; -64 10 00 / 45 32 30; -64 10 00 / 45 30 00; -64 49 60 / 45 30 00; -64 49 60 / 45 32 30; -64 45 00 / 45 32 30; -64 45 00 / 45 35 00; -64 40 00 / 45 35 00; -64 40 00 / 45 37 30; -64 34 60 / 45 37 30; -64 34 60 / 45 40 00; -64 30 00 / 4,,,
10512,No,Computerization of Coal Exploration Data for Nova Scotia,"Hughes, J D, Geological Survey of Canada;Watson, P D, Nova Scotia Department of Mines and Energy;MacNeil, D J, Nova Scotia Department of Mines and Energy",Report ME 1988-003,1988,31-32,0 map(s),,coal; coal fields; computer applications; data collections; drillholes; fossil fuels,Cape Breton Island; Nova Scotia,,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Mines and Minerals Branch Report of Activities 1988, Part A; 223 page(s)",,
10602,No,Nova Scotia Resource Development,"Cameron, A E, Nova Scotia Department of Mines and Energy",Open File Report ME 107,1941,17-Jan,0 map(s),,barite; coal; dolomites; economic geology; economics; fossil fuels; gold; gypsum; industrial minerals; limestones; manganese; metallic minerals; mines; peat; resources; salt,Nova Scotia,,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,Miscellaneous Reports; 61 page(s),,
10603,No,Minerals and Reconstruction,"Cameron, A E, Nova Scotia Department of Mines and Energy",Open File Report ME 107,1943,13-Jan,0 map(s),,coal; economic geology; economics; fossil fuels; gold; gypsum; industrial minerals; iron; metallic minerals; petroleum; production; production graphs; resources; salt,Nova Scotia,,,,Memorandum re progress report-economic survey,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,Miscellaneous Reports; 61 page(s),,
10630,No,Mineral Industry Brief,"Cameron, A E, Nova Scotia Department of Mines and Energy",Open File Report ME 107,1942,11-Jan,0 map(s),,barite; coal; dolomites; economic geology; economics; fossil fuels; gold; gypsum; industrial minerals; iron; limestones; metallic minerals; production; resources; salt,Nova Scotia,,,,"Prepared for the Committee on reconstruction, Ottawa",Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,Miscellaneous Reports; 61 page(s),,
10685,Yes,"Coal, Pictou [Plymouth], Pictou County, Nova Scotia. 1987 Report of Activities in the Pictou Coalfield","Shillabeer, J H;Suncor Incorporated;Placer Dome Incorporated;Westray Mining Corporation Limited",Assessment Report ME 1988-189,1988,381 page(s),9 map(s),"drillhole location, scale: 1:40000",Allan Mine; coal; density logs; drillhole logs; drillholes; economic geology; environmental geology; environmental impacts; feasibility studies; fossil fuels; gamma-ray logs; marketing; mineral exploration activities; mines,Pictou; Pictou Coalfield; Pictou County; Plymouth,"11E/10A - Tract(s)40-46, 50-58, 63-71, 77-81",Special Licence 2/86,,"The gamma ray, density and structure logs contained in this report have not been microfilmed",Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
10690,Yes,"Coal, Chimney Corner, Inverness County, Nova Scotia. Report on Underground Mechanization at the Evans Coal Mine [Underground Mechanization Part 1]",S Farrell and Associates Limited;Evans Coal Mines Limited,Assessment Report ME 1987-279,1987,56 page(s),6 map(s),,coal; Evans Mine; fossil fuels; mine cross-sections; mines; underground mining; underground operations,Cape Breton Island; Chimney Corner; Chimney Corner Coalfield; Inverness County,11K/06D,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
10724,No,Nova Scotia Resource Development,"Cameron, A E, Nova Scotia Department of Mines and Energy",Open File Report ME 107,1941,17-Jan,0 map(s),,barite; coal; dolomites; economic geology; economics; fossil fuels; gold; gypsum; industrial minerals; limestones; manganese; metallic minerals; mines; peat; resources; salt,Nova Scotia,,,,"Prepared for Annual Western Meeting, Canadian Institute of Mining And Metallurgy, Edmonton, Alberta, October 1-3, 1941",Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,Miscellaneous Reports; 61 page(s),,
10762,No,A Comparative Study of Geostatistical and Conventional Methods of Estimating Reserves and Quality in a Thin Coal Seam,"Hannon, P J F, Technical University of Nova Scotia",Thesis ME 632,1986,207 page(s),6 map(s),"drillhole location, scale: 1:2000; geological, scale: 1:100000; mine site plan, scale: 1:200000; pit location, scale: 1:2000; study area location, scale: 1:100000",ash; chemical analyses; coal; coal seams; computer applications; core samples; drillholes; engineering geology; fossil fuels; geochemistry; histograms; mathematical geology; mine cross-sections; mine development; mines; Morien Gp; ore reserves estimates; Pennsylvanian; photographs; scatter diagrams; statistical analysis; sulphur; Sydney Main Seam,Boularderie Island; Cape Breton County; Cape Breton Island; Point Aconi,11K/08B,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,MSc
10765,No,"A Petrographic Study of the Sulphide Mineralization at the Yava Sandstone-lead Deposit, Cape Breton, Nova Scotia","Smith, G F, St Francis Xavier University",Thesis ME 635,1987,53 page(s),4 map(s),"geological, scale: 1:200000; ore grades, scale: 1:30000; study area location, scale: 1:1000000; tectonic, scale: 1:10000000",Canso Gp; Carboniferous; coal; cross-sections; feldspar; fluvial deposits; galena; Glengarry Half Graben; hydrothermal deposits; lead; Lennox Passage Fault; metallic minerals; models; paragenesis; Pennsylvanian; petrographic analyses; petrology; photographs; photomicrographs; porphyries; pyrite; rhyolites; rock samples; Salmon River Basin; sandstones; Silver Mine Fm; sphalerite; stratigraphic columns; sulphides; synclines; Terra Nova Fault; Yava Deposit,Cape Breton County; Cape Breton Island; Salmon River,11F/16C,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,BSc
10773,No,"Stratigraphic sulfur form distribution in the Harbour Seam, Sydney Coalfields, Nova Scotia","Beaton, A P, St Francis Xavier University",Thesis ME 640,1986,128 page(s),4 map(s),"sample location, scale: 1:500000; stratigraphic column location, scale: 1:250000; study area location, scale: 1:500000",ash; channel samples; chemical analyses; coal; fossil fuels; geochemical interpretations; geochemistry; Harbour Seam; marcasite; microlithotype analyses; microscope analyses; Morien Gp; peat bogs; Pennsylvanian; petrographic analyses; petrology; photomicrographs; pyrite; rock samples; scatter diagrams; spectral analyses graphs; stratigraphic charts; stratigraphic columns; stratigraphic sections; sulphur; Sydney Basin,Boularderie Island; Cape Breton County; Cape Breton Island; Sydney Coalfield,11K/08B,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,BSc
10783,No,"Upper Brogan Branch Lloyd Cove Coal Seam, Sydney Coalfield. Coal Facies, Depositional Environment and Oxygen Content","Dakai, B J, St Francis Xavier University",Thesis ME 647,1986,61 page(s),1 map(s),"structural, scale: 1:250000",analytical methods; ash; chemical analyses; coal; coal petrology; depositional environment; facies models; facies models; fossil fuels; geochemical profiles; geological history; Lloyd Cove Seam; macerals; microlithotype analyses; microscope analyses; Morien Gp; oxygen; Pennsylvanian; petrographic analyses; photomicrographs; rock samples; scatter diagrams; stratigraphic columns; sulphur; variation diagrams,Cape Breton Island; Lloyd Cove; Sydney Coalfield,11K/01; 11K/02,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,BSc
10790,No,"Stratigraphy and correlation of the Sydney Coalfield, Cape Breton Island, Nova Scotia, Canada","Kozera, K A, St Francis Xavier University",Thesis ME 653,1985,31 page(s),3 map(s),"structural, scale: 1:250000; study area location, scale: 1:2000000; tectonic, scale: N/A",coal; continental drift; depositional environment; faunal assemblages; floral assemblages; fossil fuels; geological history; Morien Gp; paleontology; Pennsylvanian; red beds; sandstones; sedimentary facies; stratigraphic charts; stratigraphic correlations; stratigraphy; tectonic models,Cape Breton Island; Sydney Basin; Sydney Coalfield,,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,BSc
10812,No,"Upper Carboniferous fluvial sedimentation in the Gulf of St. Lawrence Coal Basin, Mabou Mines, Nova Scotia","Dickie, J R, Dalhousie University",Thesis ME 708,1986,122 page(s),6 map(s),"geological, scale: 1:14400; physiographical, scale: 1:50000; structural, scale: 1:50000; study area location, scale: 1:14400; tectonic, scale: 1:5000000",block diagrams; braided rivers; Carboniferous; channel deposits; coal; cross-sections; depositional environment; depositional history; flood plains; fluvial deposits; fossil fuels; geological history; lithology; lithosome; markov chains; mineralogical analyses; mineralogy; nodules; paleoecology; paleontology; palynology; Pennsylvanian; petrographic analyses; petrology; photographs; Pictou Gp; sandstones; sedimentary structures; sedimentology; shales; siderite; stratigraphic charts; stratigraphic columns; stratigraphic correlations; stratigraphy; tectonics,Cape Breton Island; Inverness County; Mabou Mines,11F/03B; 11F/03C,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,BSc
10835,No,Thermal and epithermal neutron Activation analyses of Nova Scotian raw and washed Coals,"Sandeman, M R, Dalhousie University",Thesis ME 690,1979,133 page(s),0 map(s),,ash; chemical analyses; coal; coal analyses; fossil fuels; gamma-ray spectroscopy; geochemistry; histograms; sulphur; trace element analyses,Nova Scotia,,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,MSc
10860,No,"Miners, Mining men and Mining reform: changing the technology of Nova Scotian gold Mines and collieries 1858 To 1910","MacLeod, D E, University of Toronto",Thesis ME 665,1982,659 page(s),2 map(s),"metallic mineral location, scale: 1:1000000; mine level plan, scale: 1:4800",anticlines; block diagrams; coal; cross-sections; fossil fuels; gold; metallic minerals; milling methods; mines; mining history; mining industry; miscellaneous; photographs; production; production graphs; quartz veins; shafts; underground operations,Cape Breton Island; Nova Scotia,,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,PhD
10862,No,"The sedimentology of the Upper Morien Group [Pennsylvanian] in the Sydney Basin east of Sydney Harbour. Cape Breton, Nova Scotia","Masson, A G, University of Ottawa",Thesis ME 662,1985,351 page(s),8 map(s),"cross-section location, scale: 1:500000; structural, scale: 1:250000; study area location, scale: 1:5000000; tectonic, scale: 1:500000",Algae; clays; coal; depositional history; faunal assemblages; floral assemblages; fluvial deposits; fossil fish; fossil fuels; geological history; histograms; limestones; lithofacies; markov chains; mining history; models; Morien Gp; mudstones; Oncolites; Ostracods; paleocurrent directions; paleontology; Pennsylvanian; photographs; rose diagrams; sandstones; sedimentary environments; sedimentary structures; sedimentology; spore assemblages; stratigraphic charts; stratigraphic columns; stratigraphic sections; stratigraphy; Sydney Mines Fm; ternary diagrams,Cape Breton County; Cape Breton Island; Sydney Basin,11J/04B; 11J/04C; 11K/01A; 11K/01B; 11K/01C; 11K/01D; 11K/08B,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,PhD
10864,No,"Petrographic and Geochemical Analyses of Coals and Oil Shales of the MacLeod Horizon, Pictou Coalfield, Nova Scotia, Canada","Paul, J, University of Cologne",Thesis ME 664,1988,130 page(s),6 map(s),"drillhole location, scale: 1:10000; geological, scale: 1:4000000; isopach, scale: 1:40000; structural, scale: 1:10000; study area location, scale: 1:20000000; tectonic, scale: 1:20000000",Carboniferous; chemical analyses; coal; correlation diagrams; drill core geochemistry; drillholes; facies; fossil fuels; gas chromatography; geochemistry; geological history; histograms; maceral analyses; mathematical geology; McLeod Seam; microlithotype analyses; microscope analyses; mineral assemblages; mineralogical analyses; oil shales; organic geochemistry; petrographic analyses; petrology; photomicrographs; statistical analysis; Stellarton Fm; stratigraphic charts; stratigraphic columns; stratigraphic correlations; stratigraphy; ternary diagrams; vitrinite reflectance,Pictou Coalfield; Pictou County; Stellarton Basin,11E/10; 11E/11A; 11E/11D,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,MSc
11104,No,Lecture 1: History of Geology and Mining,"Goudge, M G, Nova Scotia Department of Mines and Energy",Open File Report ME 047,1967,19-Jan,0 map(s),,anhydrite; barite; base metals; coal; copper; fluorspar; fossil fuels; gold; gypsum; industrial minerals; iron; lead; manganese; metallic minerals; mining history; molybdenite; prospecting; resources; salt; scheelite; stibnite,Nova Scotia,,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,Prospecting Lecture Series; 181 page(s),,
